cardClass,cost,dbfId,flavor,id,name,rarity,spellSchool,text,type,attack,health,races,durability
MAGE,4.0,103266,You no take candle! Or second candle. You can take third candle though.,TOY_370,Triplewick Trickster,COMMON,,"<b>Battlecry:</b> Deal 2 damage to a random enemy,
three times.",MINION,2.0,3.0,['ELEMENTAL'],
MAGE,5.0,103269,"You thought the 9-piece puzzle would be easy, didn't you?",TOY_371,Manufacturing Error,RARE,,"Draw 3 cards. If your deck has no minions, they cost (3) less.",SPELL,,,,
MAGE,8.0,103270,POP! Goes the Old God!,TOY_372,Yogg in the Box,EPIC,SHADOW,"Cast 5 random spells. If your deck has no minions, the spells cast cost (5) or more.",SPELL,,,,
MAGE,6.0,108515,"Khadgar Khadgar in the ball, who is the smartest white-haired, tall, handsome mage of them all?",TOY_373,Puzzlemaster Khadgar,LEGENDARY,,"[x]<b>Battlecry:</b> Equip a 0/6
Wisdomball that casts
helpful Mage spells!",MINION,5.0,5.0,,
MAGE,4.0,103347,"Ah, I see now! One of them is a picture of a Chillwind Yeti, and the other is a Blood Elf.",TOY_374,Spot the Difference,COMMON,,"<b>Discover</b> a 3-Cost minion to summon.
If your deck has no minions, repeat this.",SPELL,,,,
MAGE,5.0,103348,"How do you do, fellow Ice Elementals?",TOY_375,Sleet Skater,RARE,,"<b>Miniaturize</b>
<b>Battlecry:</b> <b>Freeze</b> an
enemy minion. Gain Armor equal to its Attack.",MINION,3.0,4.0,['ELEMENTAL'],
MAGE,4.0,103350,"They've amassed a largely aquatic body of work, painting lakes, rivers and self portraits.",TOY_376,Watercolor Artist,EPIC,,"<b>Battlecry:</b> Draw a
Frost spell. At the start
of your turns, reduce
its Cost by (1).",MINION,4.0,4.0,['ELEMENTAL'],
MAGE,4.0,103352,Do not fear power... Fear those who SEW IT!,TOY_377,Frost Lich Cross-Stitch,RARE,FROST,"Deal $3 damage to a character. If it dies, summon a 3/6 Water Elemental that <b><b>Freeze</b>s</b>.",SPELL,,,,
MAGE,10.0,103354,"Look closely in the ball and you'll see the expansion of space and time itself. Or their projections, anyway.",TOY_378,The Galactic Projection Orb,LEGENDARY,ARCANE,Recast a random spell of each Cost you've cast this game <i>(targets enemies if possible)</i>.,SPELL,,,,
PRIEST,6.0,103491,I hope you didn't need all that purple clay.,TOY_380,Clay Matriarch,RARE,,"[x]<b>Miniaturize</b>
<b>Taunt</b>. <b>Deathrattle:</b> Summon
a 4/4 Whelp with <b>Elusive</b>.",MINION,3.0,7.0,['DRAGON'],
PRIEST,2.0,103492,"Warcraft. StarCraft. And now, Papercraft!",TOY_381,Papercraft Angel,COMMON,,Your Hero Power costs (0).,MINION,2.0,3.0,,
PRIEST,3.0,103493,How about YOU try folding paper with only three fingers!?,TOY_382,Careless Crafter,COMMON,,"<b>Deathrattle:</b> Get two
0-Cost Bandages that restore 3 Health.",MINION,3.0,3.0,,
PRIEST,5.0,103494,The 10th anniversary edition of a classic bestseller!,TOY_383,Raza the Resealed,LEGENDARY,,"[x]<b>Battlecry:</b> For the rest of
the game, your Hero Power
refreshes whenever you
play a card.",MINION,5.0,5.0,,
PRIEST,2.0,108518,I sure do love making my minions better!,TOY_384,Purifying Power,COMMON,HOLY,"<b>Silence</b> all friendly minions, then give them +1/+2.",SPELL,,,,
PRIEST,5.0,103529,"With how generous Whizbang's return policy is, Zarimi has never been busier.",TOY_385,Timewinder Zarimi,LEGENDARY,,"[x]<b>Battlecry:</b> Once per game,
if you've summoned 8 other
Dragons, take an extra turn.@
<i>({0} left!)</i>@
<i>(Ready!)</i>",MINION,4.0,6.0,['DRAGON'],
NEUTRAL,1.0,103530,Don't forget to poke fire-breathing holes in the box!,TOY_386,Giftwrapped Whelp,COMMON,,"<b>Battlecry:</b> If you're holding a Dragon, give it and this minion +1/+1.",MINION,2.0,1.0,['DRAGON'],
PRIEST,2.0,103531,"Get it!?! It's because dragons have hides - commonly known as scales - and this is a model of a dragon on a smaller level, also known as a scale. IT'S THE SAME WORD!",TOY_387,Scale Replica,RARE,,Draw your lowest and highest Cost Dragon.,SPELL,,,,
PRIEST,4.0,103566,Well it's either a dragon or a dinosaur - chalk it up to art style.,TOY_388,Chalk Artist,EPIC,,"[x]<b>Battlecry:</b> Draw a minion.
Transform it into a random
 <b>Legendary</b> one <i>(keeping its
  original stats and Cost)</i>.",MINION,4.0,3.0,,
NEUTRAL,3.0,103509,"""Sorry, we just sold our last Worgen Greaser figure.""",TOY_390,Clearance Promoter,COMMON,,<b>Deathrattle:</b> Reduce the Cost of two spells in your hand by (1).,MINION,3.0,2.0,,
NEUTRAL,4.0,103520,"""Pfffft…. You look RIDICULOUS! And I haven't even drawn the mustache yet!""",TOY_391,Caricature Artist,COMMON,,<b>Battlecry:</b> Draw a minion that costs (5) or more. Give it a funny mustache!,MINION,3.0,4.0,,
SHAMAN,4.0,103079,Science rules.,TOY_500,Baking Soda Volcano,RARE,FIRE,"<b>Lifesteal</b>. Deal $10 damage randomly split among all minions.
<b>Overload:</b> (1)",SPELL,,,,
SHAMAN,6.0,103080,"Beware the hinges that pinch, the scales that splinter!",TOY_501,Shudderblock,LEGENDARY,,"[x]<b>Miniaturize</b>
<b>Battlecry:</b> Your next <b>Battlecry</b>
triggers 3 times, but can't
 damage the enemy hero.",MINION,5.0,5.0,,
SHAMAN,7.0,103119,"OMG, I FINALLY GOT A SHINING SENTINEL AFTER 3 PHASES AND 8192 RESETS!!!!!",TOY_503,Shining Sentinel,EPIC,,"<b>Taunt</b>, <b>Elusive</b>
<b>Battlecry:</b> Summon a
copy of this.",MINION,3.0,7.0,['ELEMENTAL'],
SHAMAN,4.0,103124,Soup's on!,TOY_504,Hagatha the Fabled,LEGENDARY,,"[x]<b>Battlecry:</b> Draw 2 spells
that cost (5) or more.
Transform them into Slimes
that cast the spells.",MINION,4.0,3.0,,
ROGUE,2.0,103164,Try playing seven of these in one turn fast.,TOY_505,Toy Boat,COMMON,,"After you summon a Pirate, draw a card.",MINION,2.0,3.0,,
SHAMAN,6.0,103330,"...There was a humble little squirrel on a quest to defeat an evil dragon. With the help of its earthen friend, it saved the murloc princess from danger. The end.",TOY_506,Once Upon a Time...,EPIC,NATURE,"Summon a random
3-Cost Beast, Dragon,
Elemental, and Murloc.",SPELL,,,,
SHAMAN,3.0,103332,"Man, I wish fairy tales were <i>real</i>, Durg'tash the Sorcerer.",TOY_507,Fairy Tale Forest,RARE,,"[x]Draw a <b>Battlecry</b> minion.
It costs (1) less.",LOCATION,,2.0,,
SHAMAN,1.0,103336,What's up-book?,TOY_508,Pop-Up Book,COMMON,NATURE,Deal $2 damage. Summon two 0/1 Frogs with <b>Taunt</b>.,SPELL,,,,
NEUTRAL,6.0,103340,Sure to wind up your opponents.,TOY_509,Wind-Up Musician,RARE,,"[x]<b>Tradeable</b>
<b>Battlecry:</b> Deal 1 damage
to all enemy minions.
<i>(<b>Trade</b> to upgrade!)</i>",MINION,5.0,5.0,,
ROGUE,1.0,103341,"""Woohoo! I'm so glad I dug up a pirate!""",TOY_510,Dig for Treasure,RARE,,"Draw a minion. If it's a Pirate, get a Coin.",SPELL,,,,
ROGUE,5.0,103343,"""Arr, this plunder be great for Cap'n Fourteeth's baby shower!""",TOY_511,Shoplifter Goldbeard,LEGENDARY,,"[x]After you summon a
Pirate, summon a copy of
it that attacks a random
enemy, then dies.",MINION,5.0,5.0,['PIRATE'],
ROGUE,3.0,103346,"For some strange reason, everyone that hangs out at the Crystal Cove has the same name...",TOY_512,The Crystal Cove,RARE,,"[x]The next minion you
summon this turn has
its stats set to 5/5.",LOCATION,,3.0,,
SHAMAN,4.0,103379,This art HURT ME!!!,TOY_513,Sand Art Elemental,COMMON,,"[x]<b>Miniaturize</b>
<b>Battlecry:</b> Give your hero
+1 Attack and <b>Windfury</b>
this turn.",MINION,4.0,4.0,['ELEMENTAL'],
ROGUE,2.0,103433,Available with Swiftthistle or Decafthistle.,TOY_514,Thistle Tea Set,COMMON,,<b>Discover</b> a spell from another class. Get a copy of it.,SPELL,,,,
ROGUE,4.0,103434,Water you dancing to?,TOY_515,Sonya Waterdancer,LEGENDARY,,"After you play a 1-Cost card, get a copy of it
that costs (0).",MINION,3.0,3.0,,
ROGUE,3.0,103488,Thrift stores have the best buccaneers.,TOY_516,Bargain Bin Buccaneer,COMMON,,"<b>Rush</b>
<b>Combo:</b> Summon a
copy of this.",MINION,3.0,2.0,['PIRATE'],
NEUTRAL,3.0,103547,Not everyone can become a great painter. But a great painter can come from anywhere.,TOY_517,Plucky Paintfin,COMMON,,"[x]<b>Poisonous</b>
<b>Battlecry:</b> Draw a
<b>Rush</b> minion.",MINION,2.0,3.0,['MURLOC'],
NEUTRAL,1.0,103548,As the illiterate pirates always say: There is no 'I' in 'piracy'.,TOY_518,Treasure Distributor,COMMON,,"After you summon a
Pirate, give it and this minion +1 Attack.",MINION,1.0,2.0,['PIRATE'],
ROGUE,8.0,104864,Go where??,TOY_519,Everything Must Go!,EPIC,,Summon two random 4-Cost minions. Costs (1) less for each card you've drawn this turn.,SPELL,,,,
NEUTRAL,3.0,103549,"Nobody tell him, but he still has his Secrets set to the ""Try Me"" mode.",TOY_520,Observer of Mysteries,RARE,,"<b>Battlecry:</b> Cast 2 random <b>Secrets</b>. At the start of your turn, destroy them.",MINION,2.0,2.0,['DEMON'],
ROGUE,5.0,103603,"""Really? A bunch of fake plastic gems AGAIN!?""",TOY_521,Sandbox Scoundrel,RARE,,"[x]<b>Miniaturize</b>
<b>Battlecry:</b> Your next card
this turn costs (3) less.",MINION,4.0,3.0,['PIRATE'],
ROGUE,4.0,103627,There's a teeny tiny pirate trapped in each of the water balloons. Free them!,TOY_522,Watercannon,EPIC,,"After your hero attacks, summon a 1/1 Pirate that attacks a random enemy.",WEAPON,3.0,,,3.0
WARLOCK,5.0,104852,"""Rocks fall, and everyone dies. Oopsies!""",TOY_524,Game Master Nemsy,LEGENDARY,,<b>Battlecry:</b> Draw a Demon. <b>Deathrattle:</b> Swap places with it.,MINION,3.0,6.0,,
WARLOCK,3.0,104860,Was a regular Pawn but Fel in with the wrong toys.,TOY_526,Malefic Rook,EPIC,,"<b>Battlecry:</b> Attack
YOUR hero.",MINION,5.0,6.0,['DEMON'],
WARLOCK,3.0,104862,Their group has been trying to schedule the next session since Kobolds and Catacombs came out.,TOY_527,Cursed Campaign,EPIC,SHADOW,"[x]Give a friendly minion
""<b>Deathrattle:</b> Summon two
copies of this minion that
are <b>Dormant</b> for 2 turns.""",SPELL,,,,
NEUTRAL,2.0,104866,One of the buttons makes you sound JUST like Ragnaros. BY FIRE BE HEARD!,TOY_528,Sing-Along Buddy,COMMON,,"Your Hero Power
triggers twice.",MINION,1.0,4.0,['MECHANICAL'],
WARLOCK,8.0,104938,Why don't the good guys ever get a wheel?,TOY_529,Wheel of DEATH!!!,LEGENDARY,SHADOW,"Destroy your deck.
In 5 turns, destroy
the enemy hero.",SPELL,,,,
NEUTRAL,20.0,104976,WARNING: NOT A PLAYHOUSE. DO NOT ATTEMPT TO CLIMB.,TOY_530,Playhouse Giant,EPIC,,Costs (1) less for each card you've drawn this game.,MINION,8.0,8.0,['MECHANICAL'],
NEUTRAL,6.0,104977,<i>Somebody</i> has to do the paperwork around here.,TOY_531,"Li'Na, Shop Manager",LEGENDARY,,"[x]Whenever you cast a spell,
fill your board with random
minions of that Cost.",MINION,3.0,3.0,,
NEUTRAL,10.0,103431,I call it Mini-me.,TOY_601,Factory Assemblybot,EPIC,,"<b>Miniaturize</b>
At the end of your turn, summon a 6/7 Bot that attacks a random enemy.",MINION,6.0,7.0,['MECHANICAL'],
WARRIOR,5.0,103439,"I said spill the TEA, not the acid!",TOY_602,Chemical Spill,EPIC,,"Summon the highest Cost minion
from your hand, then
deal $5 damage to it.",SPELL,,,,
WARRIOR,3.0,103440,...and Check'em for any signs of life.,TOY_603,Wreck'em and Deck'em,EPIC,,"[x]Choose a friendly Mech.
Summon a copy of it
that attacks a random
enemy, then dies.",SPELL,,,,
WARRIOR,4.0,103444,"Boom, the Inventor; Can he fix it?
Boom, the Inventor; No he can't!",TOY_604,Boom Wrench,RARE,,"[x]<b>Miniaturize</b>
<b>Deathrattle:</b> Trigger the
<b>Deathrattle</b> of a random
friendly Mech.",WEAPON,3.0,,,2.0
WARRIOR,2.0,103441,I assure you this card is quality.,TOY_605,Quality Assurance,COMMON,,Draw 2 <b>Taunt</b> minions.,SPELL,,,,
WARRIOR,6.0,103442,"Don't worry, they're having a <i>blast</i>. MUAHAHAHAHAAAA!",TOY_606,Testing Dummy,COMMON,,"<b>Taunt</b>
<b>Deathrattle:</b> Deal 8
damage randomly split among all enemies.",MINION,4.0,8.0,['MECHANICAL'],
WARRIOR,8.0,103443,The best part of inventing stuff is blowing it up!,TOY_607,Inventor Boom,LEGENDARY,,"[x]<b>Battlecry:</b> Resurrect two
  friendly Mechs that cost (5)  
or more. They immediately
 attack random enemies.",MINION,7.0,7.0,,
DEMONHUNTER,4.0,104507,IT HAS BEEN [0] DAYS SINCE LAST ACCIDENT.,TOY_640,Workshop Mishap,RARE,FEL,"Deal $5 damage to a minion. Excess damages both neighbors.
<b>Outcast:</b> Gain <b>Lifesteal</b>.",SPELL,,,,
DEMONHUNTER,4.0,104510,PENALTY - FEL BALL!,TOY_641,Umpire's Grasp,COMMON,,"<b>Deathrattle:</b> Draw a Demon and reduce
its Cost by (2).",WEAPON,3.0,,,2.0
DEMONHUNTER,4.0,104511,"""There's no hog in team... ANYMORE! I QUIT!""",TOY_642,Ball Hog,COMMON,,"[x]<b>Lifesteal</b>
<b>Battlecry and Deathrattle:</b>
Deal 3 damage to the
lowest Health enemy.",MINION,3.0,3.0,['QUILBOAR'],
DEMONHUNTER,2.0,104514,"THREE Flame Imps?? C'mon, where's my pity timer?!",TOY_643,Blind Box,COMMON,,Get 2 random Demons. <b>Outcast:</b> <b>Discover</b> them instead.,SPELL,,,,
DEMONHUNTER,1.0,104515,"Finally, Demon Hunter has expanded its color palette to TWO colors!",TOY_644,Red Card,EPIC,,Make a minion go <b>Dormant</b> for 2 turns.,SPELL,,,,
DEMONHUNTER,2.0,104518,"For those seeking glory and power
Be not swayed by Azari the Devourer
The opal grants victory to the weak
But leaves your soul barren and bleak",TOY_645,Lesser Opal Spellstone,RARE,,"Draw 1 card.
<i>(Attack with your hero
2 times to upgrade.)</i>",SPELL,,,,
NEUTRAL,3.0,104519,The most painful 1 damage of your life.,TOY_646,Messmaker,COMMON,,"<b>Lifesteal</b>, <b>Taunt</b>
<b>Deathrattle:</b> Deal 1 damage
to all enemies.",MINION,1.0,3.0,,
DEMONHUNTER,8.0,104521,Playing with this card can be penalized with up to a two-year suspension. Please wait until the card is officially released.,TOY_647,"Magtheridon, Unreleased",LEGENDARY,,"[x]<b>Dormant</b> for 2 turns.
While <b>Dormant</b>, deal 3
damage to all enemies at
the end of your turn.",MINION,12.0,12.0,"['MECHANICAL', 'DEMON']",
WARRIOR,4.0,103448,"When a Lab Patron fails out of school, they become a Grim Patron.",TOY_651,Lab Patron,RARE,,"[x]Whenever you gain armor,
 summon another Lab Patron
<i>(once per turn)</i>.",MINION,3.0,3.0,,
DEMONHUNTER,5.0,104652,OMG THAT'S LITERALLY ME!,TOY_652,Window Shopper,EPIC,,"[x]<b>Miniaturize</b>
<b>Battlecry:</b> <b>Discover</b> a
Demon. Set its stats and
Cost to this minion's.",MINION,6.0,5.0,['DEMON'],
NEUTRAL,4.0,105112,"""HAHAhehehe. Hahaha he."" -Me when I'm making toys",TOY_670,Giggling Toymaker,COMMON,,<b>Deathrattle:</b> Summon two 1/2 Mechs with <b>Taunt</b> and <b>Divine Shield</b>.,MINION,2.0,1.0,,
NEUTRAL,4.0,104819,"After his work at Boomsday Labs, he's taken what Dr. Boom taught him and applied it to the most important inventions of all - TOYS!!!",TOY_700,Splendiferous Whizbang,LEGENDARY,,"[x]You start the game
with one of Whizbang's
Experimental Decks!",MINION,4.0,5.0,,
NEUTRAL,8.0,105522,You are what you paint! And Colifero is paint.,TOY_703,Colifero the Artist,LEGENDARY,,"[x]<b>Battlecry:</b> Draw a minion.
Transform all other friendly
minions into copies of it.",MINION,6.0,5.0,['ELEMENTAL'],
PRIEST,3.0,109662,"No, Whizbang, you can't pass off a poorly made shelf as a cool Priest spell.",TOY_714,Fly Off the Shelves,RARE,,Deal $1 damage to all enemy minions. Repeat for each Dragon you're holding.,SPELL,,,,
PALADIN,4.0,105822,HOW LOW! HOW LOW! HOW LOW!,TOY_716,Flash Sale,EPIC,,Summon a 1/2 Mech with <b>Divine Shield</b> and <b>Taunt</b>. Give your minions +1/+2.,SPELL,,,,
DRUID,3.0,104575,Lemme pull up your phial.,TOY_800,Sparkling Phial,RARE,ARCANE,"[x]Deal $2 damage.
Your next card this turn
costs that much less.",SPELL,,,,
DRUID,4.0,104583,Huh-huh-huh Hearthstone!,TOY_801,Chia Drake,RARE,,"<b>Miniaturize</b>
<b>Choose One -</b> Gain
<b>Spell Damage +1</b>; or
Draw a spell.",MINION,3.0,5.0,['DRAGON'],
DRUID,2.0,104594,I am Wind-Up Sapling.,TOY_802,Wind-Up Sapling,RARE,,"[x]<b>Tradeable</b>
<b>Battlecry:</b> Refresh 1
Mana Crystal.
<i>(<b>Trade</b> to upgrade!)</i>",MINION,2.0,1.0,,
DRUID,1.0,104598,The Jade Lotus just releases the same product every year but with an upgraded camera.,TOY_803,Jade Display,EPIC,,"[x]<b>Deathrattle:</b> Your Jade
Displays have +1/+1 this
game. Shuffle 2 of them
into your deck.",MINION,1.0,1.0,,
DRUID,5.0,104615,Is this a standup fight or another bug hunt?,TOY_804,Woodland Wonders,COMMON,,"Summon two 2/5 Beetles with <b>Taunt</b>.
Costs (3) less if you have <b>Spell Damage</b>.",SPELL,,,,
DRUID,3.0,104617,"Come on, you know- I ensmallen, you ensmallen? He she me Ensmallen? Ensmallogy: the study of ensmallening?! IT'S FIRST GRADE.",TOY_805,Ensmallen,EPIC,NATURE,Reduce the Cost and Attack of minions in your deck by (1).,SPELL,,,,
DRUID,5.0,104618,It's a bird! It's a plane! It's 10 copies of Leeroy Jenkins!,TOY_806,Sky Mother Aviana,LEGENDARY,,"[x]<b>Battlecry:</b> Shuffle
10 random <b>Legendary</b>
minions into your deck.
They cost (1).",MINION,5.0,5.0,,
DRUID,7.0,104619,They said you sound like an owl.,TOY_807,Owlonius,LEGENDARY,,"[x]<b>Spell Damage +1</b>
Your spells get
double bonus from
<b>Spell Damage</b>.",MINION,6.0,6.0,,
PALADIN,7.0,103629,She has at LEAST Craftsmanship +3.,TOY_808,Crafter's Aura,RARE,HOLY,"At the end of your turn, summon a random 6-Cost minion.
Lasts 3 turns.",SPELL,,,,
PALADIN,4.0,103630,It's certainly... creative.,TOY_809,Cardboard Golem,EPIC,,"<b>Battlecry:</b> Increase the duration of Auras in your hand, deck, and battlefield by 1.",MINION,4.0,4.0,,
PALADIN,4.0,103632,For when the Light hits the painting at a certain angle.,TOY_810,Painter's Virtue,COMMON,,"[x]<b>Lifesteal</b>
After your hero attacks,
give minions in your
hand +1/+1.",WEAPON,2.0,,,3.0
PALADIN,4.0,103633,The sheervalue of this card is undeniable.,TOY_811,Tigress Plushy,COMMON,,"<b>Miniaturize</b>
<b>Rush</b>, <b>Lifesteal</b>,
<b>Divine Shield</b>",MINION,3.0,2.0,['BEAST'],
PALADIN,7.0,103634,"""Earthmother guide my paintbrush strokes, especially on the eyes.""",TOY_812,Pipsi Painthoof,LEGENDARY,,"[x]<b>Deathrattle:</b> Summon a
random <b>Divine Shield</b>,
<b>Rush</b>, and <b>Taunt</b> minion
from your deck.",MINION,4.0,4.0,,
PALADIN,5.0,103635,Whizbang is now the sole proprietor of Un'Goro.,TOY_813,Toy Captain Tarim,LEGENDARY,,"[x]<b>Miniaturize</b>
<b>Taunt</b>. <b>Battlecry:</b> Set a
minion's Attack and Health
to this minion's.",MINION,3.0,7.0,,
NEUTRAL,3.0,103631,Life is like a bucket of soldiers. You never know what bonus effects you're gonna get.,TOY_814,Bucket of Soldiers,COMMON,,<b>Deathrattle:</b> Summon five 1/1 Soldiers with random <b>bonus effects</b>.,MINION,0.0,2.0,,
NEUTRAL,5.0,103628,He ALWAYS comes back.,TOY_820,Forgotten Animatronic,COMMON,,"At the end of your turn, destroy a minion with less Attack than this.",MINION,4.0,6.0,['MECHANICAL'],
DEATHKNIGHT,3.0,104987,The Lich King can't sleep without his stuffy.,TOY_821,Rambunctious Stuffy,COMMON,,"<b>Rush</b>
After you cast a Frost spell, gain <b>Reborn</b>.",MINION,4.0,2.0,"['UNDEAD', 'BEAST']",
DEATHKNIGHT,2.0,104632,"The slogan of their very exclusive sewing club is ""You can't stitch with us.""",TOY_822,Silk Stitching,EPIC,,"Choose a friendly minion. <b>Discover</b> a spell that costs (4) or less for
it to cast when it dies.",SPELL,,,,
DEATHKNIGHT,3.0,104633,Is this card any good? It would seam sew.,TOY_823,Rainbow Seamstress,EPIC,,"[x]<b>Battlecry:</b> If your deck started
with a Blood, Frost, or Unholy
card, gain <b>Lifesteal</b>, <b>Reborn</b>,
or <b>Rush</b> respectively.",MINION,3.0,3.0,['UNDEAD'],
DEATHKNIGHT,4.0,104634,Still mad about not being let into the spiders' sewing club.,TOY_824,Darkthorn Quilter,COMMON,,"[x]At the end of your turn,
deal this minion's Attack
damage randomly split
   among enemies.",MINION,2.0,4.0,"['UNDEAD', 'QUILBOAR']",
DEATHKNIGHT,1.0,105355,"A story concluded, the kobolds had fought
Yet here is a spellstone Azari forgot
Pawned off to shops, considered a trinket
Dark powers contained, none would think it",TOY_825,Lesser Spinel Spellstone,RARE,,Give Undead in your hand +1/+1. <i>(Gain 5 <b>Corpses</b> to upgrade.)</i>,SPELL,,,,
DEATHKNIGHT,2.0,104635,"Mom, I frew up...",TOY_826,Threads of Despair,RARE,SHADOW,"Give all minions
""<b>Deathrattle:</b> Deal 1
damage to all minions.""",SPELL,,,,
